,start station name,start station latitude,start station longitude
64085864,Bushwick Ave & Forrest St,40.70076,-73.93641
61008802,Bushwick Ave & Furman Ave,40.68281,-73.90623
35723961,Bushwick Ave & Harman St,40.69356,-73.92524
57912322,Bushwick Ave & Linden St,40.69146,-73.92146
61342117,Bushwick Ave & McKibbin St,40.705517,-73.93936
27902923,Bushwick Ave & Powers St,40.71247661,-73.94100005
41398358,Bushwick Ave & Stagg St,40.709897,-73.94008
60622496,Butler St & Court St,40.6849894,-73.99440329
55297455,Cabrini Blvd & W 177 St,40.848282,-73.941343
39489003,Cadman Plaza E & Johnson St,40.69531727766904,-73.99015724658966
48257038,Cadman Plaza E & Red Cross Pl,40.699917,-73.989717
50278312,Cadman Plaza E & Tillary St,40.695976,-73.990148
7010257,Cadman Plaza West & Montague St,40.69383,-73.990539
68329084,Calyer St & Guernsey St,40.72755807335852,-73.95505852997303
18222186,Calyer St & Jewel St,40.72984,-73.94839
15791014,Cambridge Pl & Gates Ave,40.68488,-73.96304
10206744,Canal St & Rutgers St,40.71427487,-73.98990025
18159824,Carlton Ave & Dean St,40.6809741,-73.9710097
20960924,Carlton Ave & Flushing Ave,40.697787,-73.973736
28110504,Carlton Ave & Park Ave,40.69580705,-73.97355569
35144102,Carmine St & 6 Ave,40.73038599,-74.00214988
20330559,Carroll St & 5 Ave,40.6751622,-73.9814832
16686422,Carroll St & 6 Ave,40.6740886,-73.9787282
12112572,Carroll St & Bond St,40.6786115,-73.99037292
14619763,Carroll St & Columbia St,40.6830456,-74.00348559
45565357,Carroll St & Franklin Ave,40.667941,-73.9588
51656328,Carroll St & Smith St,40.680611,-73.99475825
46232780,Carroll St & Washington Ave,40.668674,-73.961814
56928277,Cathedral Pkwy & Broadway,40.804213,-73.96699104
17135736,Catherine St & Monroe St,40.71117444,-73.99682619
66904828,Caton Ave & Argyle Rd,40.649681,-73.967829
56998462,Caton Ave & E 10 St,40.648481,-73.97058
45133161,Caton Ave & E 7 St,40.647718,-73.973663
47826841,Cauldwell Ave & E 158 St,40.81989,-73.908351
32901058,Cauldwell Ave & E 161 St,40.82188,-73.907521
68695242,Cedar Ave & W Fordham Rd,40.86156,-73.91219
55080642,Cedar St & Evergreen Ave,40.69671,-73.92807
50908955,Cedar St & Myrtle Ave,40.697842,-73.926241
35727220,Center Blvd & 48 Ave,40.745038,-73.957539
33966016,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003
24719053,Central Ave & Covert St,40.68929,-73.90951
34516363,Central Ave & Decatur St,40.6882,-73.90798
30197609,Central Ave & Flushing Ave,40.702831,-73.9333
31335328,Central Ave & Himrod St,40.69676,-73.92302
48756041,Central Ave & Melrose St,40.70112,-73.93039
31606731,Central Ave & Starr Street,40.700003,-73.92834
30027693,Central Ave & Weirfield St,40.69055,-73.91181
63688635,Central Ave & Woodbine St,40.69296,-73.91605
64931903,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
60286254,Central Park S & 6 Ave,40.76590936,-73.97634151
33298346,Central Park W & W 103 St,40.79603684159984,-73.96158903853575
63594046,Central Park W & W 91 St,40.78866499127884,-73.96680057048798
27820906,Central Park W & W 96 St,40.79127,-73.964839
39241714,Central Park W & W 97 St,40.79249519495111,-73.96417066463071
14264109,Central Park West & W 100 St,40.79406660818552,-73.96286845207214
1181060,Central Park West & W 102 St,40.795346,-73.96186
17897492,Central Park West & W 68 St,40.7734066,-73.97782542
32786613,Central Park West & W 72 St,40.77579376683666,-73.9762057363987
24395420,Central Park West & W 76 St,40.77896784,-73.97374737
20895951,Central Park West & W 82 St,40.782593,-73.971211
23815060,Central Park West & W 85 St,40.78472675,-73.96961715
28872375,Central Park West & W 85 St (old),40.78472675,-73.96961715
45884866,Centre St & Chambers St,40.712732,-74.004607
44766375,Centre St & Seneca Ave,40.69969,-73.9022
64335534,Centre St & Worth St,40.71494807,-74.00234482
51157490,Charlotte St & Boston Rd,40.8358771,-73.8931428
17497707,Cherry St,40.71219906,-73.97948148
63791698,Chester Ave & 12 Ave,40.644367,-73.984276
7042809,Christ Hospital,40.734785818,-74.050443636
15231609,Christopher St & Greenwich St,40.73291553,-74.00711384
51881540,Church Ave & McDonald Ave,40.642809,-73.979239
49683572,Church Ave & Story St,40.642031,-73.981073
52215968,Church Sq Park - 5 St & Park Ave,40.742659,-74.032233
61912057,City Hall,40.7177325,-74.043845
67305002,City Hall - Washington St & 1 St,40.73736,-74.03097
32602401,Clark St & Henry St,40.69760127,-73.99344559
34114498,Classon Ave & St Marks Ave,40.6765198,-73.9596082
44923142,Clay Ave & Claremont Pkwy,40.83999,-73.90549
66834454,Clay Ave & E 173 St,40.843264,-73.904867
57592869,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902
17384048,Clermont Ave & Park Ave,40.69573398,-73.97129668
50044785,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504
37580564,Cliff St & Fulton St,40.70838,-74.00495
7607051,Cliff St & Fulton St (Old),40.70831794366396,-74.00504082441329
12362871,Clinton Ave & Flushing Ave,40.69794,-73.96986848
18850525,Clinton Ave & Myrtle Ave,40.693261,-73.968896
42972248,Clinton St	& Cherry St,40.711471,-73.986726
68553886,Clinton St & 4 Place,40.6783563,-74.00014502
67279792,Clinton St & 7 St,40.74542,-74.03332
39472791,Clinton St & Centre St,40.67434,-74.00194698
65586626,Clinton St & Cherry St,40.711471394469264,-73.98672603070736
17677166,Clinton St & Grand St,40.71559509,-73.9870295
39031716,Clinton St & Joralemon St,40.69239502,-73.99337909
69070053,Clinton St & Newark St,40.73743,-74.03571
43336234,Clinton St & Tillary St,40.696232,-73.99142
11203940,Clinton St & Union St,40.6831164,-73.99785267
47007042,Clinton St\t& Cherry St,40.711471,-73.986726
29321978,Coffey St & Conover St,40.677236,-74.015665
65399719,Coffey St & Ferris St,40.67818387977647,-74.0170168876648
33846659,College Ave & E 170 St,40.837576,-73.910489
50549193,Columbia Heights & Cranberry St,40.700378,-73.99548
55583108,Columbia St & Degraw St,40.6859296,-74.00242364
14135711,Columbia St & Kane St,40.68763155,-74.0016256
6786044,Columbia St & Lorraine St,40.6747055,-74.0075572
33981198,Columbia St & Rivington St,40.71739973,-73.98016555
34931491,Columbia St & W 9 St,40.6769993,-74.00647134
65565526,Columbus Ave & W 103 St,40.7969347,-73.9643412291
9314648,Columbus Ave & W 72 St,40.7770575,-73.97898475
28963352,Columbus Ave & W 95 St,40.7919557,-73.968087
18450707,Columbus Dr at Exchange Pl,40.71687,-74.03281
26664076,Columbus Drive,40.71835519823214,-74.03891444206238
67254498,Columbus Park - Clinton St & 9 St,40.74816121065146,-74.0324530005455
49323734,Commerce St & Van Brunt St,40.681211,-74.008609
55316717,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
169490,Concord St & Bridge St,40.69766564,-73.98476437
59683503,Concourse Village East & E 158 St,40.823732,-73.919379
47510310,Concourse Village West & E 156 St,40.823162,-73.923267
43814648,Congress St & Clinton St,40.688152,-73.995209
59385890,Congress St & Hicks St,40.6893952,-73.9995126
26125423,Convent Ave & W 135 St,40.818215,-73.950988
32303659,Convent Ave & W 151 St,40.82831,-73.942924
58826840,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097
58046363,Court St & Nelson St,40.6763947,-73.99869893
41059861,Court St & State St,40.6902375,-73.99203074
65380129,Courtlandt Ave & E 149 St,40.816402,-73.919549
56452962,Courtlandt Ave & E 157 St,40.822267,-73.916792
27391730,Crescent St & 30 Ave,40.768692,-73.9249574
11573019,Crescent St & 34 Ave,40.76108,-73.930562
59349380,Crescent St & 35 Ave,40.7596276,-73.9321455
61303058,Crescent St & Broadway,40.7633589,-73.9286471
21779021,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
58632807,Creston Ave & E 178 St,40.850885,-73.906469
58210107,Creston Ave & E 181 St,40.8549,-73.90281
62883328,Crotona Park East & E 173 St,40.837037,-73.890413
40007272,Crotona Park North & Prospect Ave,40.841092,-73.892317
4632603,Crown St & Bedford Ave,40.666563,-73.956741
39945563,Cumberland St & Lafayette Ave,40.68753406,-73.97265183
19912082,Cypress Ave & George St,40.69812,-73.90271
27971486,Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373
68096103,Dahill Rd & 12 Ave,40.646037,-73.980963
67897313,Davidson Ave & W Burnside Ave,40.853646,-73.908731
45158366,Dawson St & Intervale Ave,40.819999,-73.897263
45242221,DeKalb Ave & Franklin Ave,40.690648,-73.957461
66633910,DeKalb Ave & Hudson Ave,40.689888,-73.981013
29836106,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121
2358253,DeKalb Ave & Skillman St,40.6906495,-73.95643107
51070634,DeKalb Ave & Vanderbilt Ave,40.689407,-73.968854
15213608,Dean St & 4 Ave,40.68312489,-73.97895137
64283100,Dean St & Franklin Ave,40.67759206937376,-73.955637216568
24505287,Dean St & Hoyt St,40.6864442,-73.98759104
60799778,Decatur Ave & Bedford Park Blvd,40.86813,-73.88412
54244795,Decatur Ave & E 197 St,40.86557,-73.88807
56406961,Decatur Ave & Oliver Pl,40.867,-73.8857764
50065107,Degraw St & Hoyt St,40.68199,-73.99079
16139574,Degraw St & Smith St,40.6829151,-73.99318208
32379134,Delancey St & Eldridge St,40.719383,-73.991479
1210552,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
41989770,Devoe St & Morgan Ave,40.713811,-73.93515
58460974,Dey St,40.737711,-74.066921
45858444,Ditmars Ave & 43 St,40.771203,-73.903865
32177446,Ditmars Blvd & 19 St,40.78145,-73.9183302
65828256,Ditmars Blvd & 43 St,40.771203,-73.903865
56674518,Ditmars Blvd & 48 St,40.769219,-73.901001
59907449,Ditmars Blvd & 73 St,40.76817,-73.896293
51082193,Ditmars Blvd & 76 St,40.768442,-73.893531
59352364,Ditmars Blvd & 79 St,40.768728,-73.890745
1708443,Division Av & Hooper St,40.70684203101325,-73.9544353965357
48538732,Division Ave & Hooper St,40.706842,-73.954435
56418954,Division Ave & Marcy Ave,40.70708701,-73.95796783
52497667,Division St & Bowery,40.714193,-73.996732
19982921,Division St & Bowery (old),40.71413089,-73.9970468
20942964,Dixon Mills,40.721630142638354,-74.04996782541275
37326461,Dock 72 Way & Market St,40.69985,-73.97141
65722118,Dock St & Front St,40.702709,-73.99253
53260963,Douglass St & 3 Ave,40.6802133,-73.98432695
48595195,Douglass St & 4 Ave,40.679278,-73.98154
44013671,Driggs Ave & Lorimer St,40.721791,-73.950415
24675550,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307
66714927,Driggs Ave & N Henry St,40.72325,-73.94308
62270296,Duane St & Greenwich St,40.71748752,-74.0104554
68422365,Duane St & Hudson St,40.71703,-74.00925
1967519,Duffield St & Willoughby St,40.69221589,-73.9842844
33782092,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369
52759545,Dyckman St & 10 Ave,40.85890447538412,-73.9230939745903
46727365,Dyckman St & Henshaw St,40.867357,-73.92936
66508514,Dyckman St & Staff St,40.868846,-73.931537
43949901,E 1 St & 1 Ave,40.723355,-73.988649
34782319,E 10 St & 5 Ave,40.73331967,-73.99510132
54571902,E 10 St & Avenue A,40.72740794,-73.98142006
37730683,E 102 St & 1 Ave,40.7869946,-73.94164802
32194939,E 102 St & Park Ave,40.7904828,-73.95033068
63975535,E 103 St & Lexington Ave,40.7903051,-73.94755757
55703831,E 106 St & 1 Ave,40.7892529,-73.93956237
38966419,E 106 St & Lexington Ave,40.791976,-73.945993
48407354,E 106 St & Madison Ave,40.793433,-73.94945
49530559,E 109 St & 3 Ave,40.79329668,-73.9432083
27610682,E 11 St & 1 Ave,40.72953837,-73.98426726
26173203,E 11 St & 2 Ave,40.73047309,-73.98672378
63707922,E 11 St & 3 Ave,40.73127,-73.98849
53696268,E 11 St & Avenue B,40.72746420692392,-73.97950418293476
2544778,E 11 St & Broadway,40.73261787,-73.99158043
61588987,E 110 St & Madison Ave,40.7961535,-73.94782145
31150880,E 114 St & 1 Ave,40.7945663,-73.9362541
18835598,E 115 St & Lexington Ave,40.797911,-73.9423
38200494,E 115 St & Madison Ave,40.7989445,-73.944846
22813148,E 116 St & 2 Ave,40.796879,-73.937261
999418,E 118 St & 1 Ave,40.79747,-73.93504
44764069,E 118 St & 3 Ave,40.799139,-73.938915
7901647,E 118 St & Madison Ave,40.8014866,-73.9442507
15901387,E 118 St & Park Ave,40.8005385,-73.9419949
10887245,E 12 St & 3 Ave,40.73223272,-73.98889957
18749880,E 12 St & 4 Av,40.73269,-73.98974
23216025,E 12 St & Ave C,40.727243,-73.976831
6253717,E 123 St & Lexington Ave,40.8029263,-73.9379
44677229,E 128 St & 3 Ave,40.805631,-73.934077
44867805,E 128 St & Madison Ave,40.80756,-73.939182
62946269,E 13 St & 2 Ave,40.73153937464073,-73.9853024482727
54281041,E 13 St & Avenue A,40.72966729392978,-73.98067966103554
28503436,E 132 St & Madison Ave,40.810224,-73.937195
28830052,E 133 St & Cypress Pl,40.80262,-73.9174
48257218,E 134 St & Walnut Ave,40.800425,-73.911034
62304930,E 135 St & St Ann's Ave,40.805089,-73.918889
49844812,E 138 St & 5 Av,40.81449,-73.936153
45407850,E 138 St & Canal St W,40.812304,-73.929153
39911581,E 138 St & Cypress Ave,40.805559,-73.914718
41426619,E 138 St & Grand Concourse,40.813224,-73.930605
67130724,E 138 St & Willow Ave,40.804168,-73.911545
61374819,E 14 St & Avenue B,40.72938685,-73.97772429
28344546,E 141 St & Jackson Ave,40.806896,-73.911837
40134546,E 141 St & St Ann's Ave,40.808633,-73.916124
32798242,E 142 St & 3 Ave,40.812735,-73.923697
64748538,E 144 St & Brook Ave,40.811675,-73.917037
61711137,E 147 St & Bergen Ave,40.814673,-73.91839
31620134,E 149 St & Eagle Ave,40.814046,-73.91186
28642925,E 149 St & Jackson Ave,40.813135,-73.909235
56895152,E 149 St & Morris Ave,40.81734,-73.922962
64541314,E 149 St & Park Ave,40.818154,-73.925294
10099968,E 15 St & 3 Ave,40.734232,-73.986923
34126859,E 150 St & Gerard Ave,40.820089,-73.928947
41103324,E 153 St & E 157 St,40.826677,-73.929327
35487956,E 155 St & Courtlandt Ave,40.82057,-73.917579
38786962,E 156 & Brook Ave,40.819823,-73.912411
64226147,E 157 St & River Ave,40.825737,-73.927311
60625067,E 158 St & Melrose Ave,40.822215,-73.914688
28416636,E 16 St & 5 Ave,40.73726186,-73.99238967
29471529,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154
59797121,E 160 St & Tinton Ave,40.820302,-73.903944
60202301,E 161 St & Park Ave,40.824811,-73.916407
49700404,E 161 St & River Ave,40.827883,-73.927111
58245640,E 163 St & Tiffany St,40.821075,-73.895069
48545346,E 163 St & Union Ave,40.822545,-73.901824
37977025,E 165 St & Clay Ave,40.82809,-73.91288
47696506,E 165 St & Fox St,40.82394,-73.894025
56462057,E 165 St & Jerome Ave,40.83263,-73.925101
45946940,E 167 St & Bryant Ave,40.826706,-73.888719
35946183,E 167 St & Clay Ave,40.83094,-73.91125
56638552,E 167 St & Franklin Ave,40.82895,-73.90521
36775925,E 169 St & Fox St,40.827184,-73.893721
38691178,E 169 St & Webster Ave,40.834015,-73.908863
935410,E 17 St & Broadway,40.73704984,-73.99009296
43901778,E 170 St & Clay Ave,40.837213,-73.908345
61983790,E 170 St & Sheridan Ave,40.838315,-73.912604
38759661,E 170 St & Webster Ave,40.83617913677475,-73.90730146322765
38054459,E 170 St & Webster Ave_old,40.836103,-73.907199
59831563,E 171 St & 3 Ave,40.837119,-73.902185
44275666,E 171 St & Webster Ave,40.838379,-73.905838
66993699,E 174 St & Longfellow Ave,40.836274,-73.884308
65686521,E 174 St & Walton Ave,40.844811,-73.912042
49702139,E 188 St & Creston Ave,40.861669,-73.898589
10018718,E 19 St & 3 Ave,40.73624527,-73.98473765
4367613,E 2 St & 2 Ave,40.72502876,-73.99069656
35583489,E 2 St & Avenue A,40.72307749068673,-73.98583620786667
18274161,E 2 St & Avenue B,40.72217444,-73.98368779
48075181,E 2 St & Avenue C,40.720873,-73.980857
36671264,E 20 St & 2 Ave,40.73587678,-73.98205027
51479793,E 20 St & FDR Drive,40.733142,-73.975738
10942832,E 20 St & Park Ave,40.73827428,-73.98751968
68462790,E 201 St & Briggs Ave,40.87207,-73.88459
22297225,E 23 St & 1 Ave,40.736502,-73.97809472
12965059,E 24 St & Park Ave S,40.74096374,-73.98602213
37391457,E 25 St & 1 Ave,40.7381765,-73.97738662
17789815,E 25 St & 2 Ave,40.73912601,-73.97973776
23206492,E 27 St & 1 Ave,40.739445,-73.976806
65162775,E 27 St & Park Ave S,40.74275179648995,-73.9847157150507
56443450,E 3 St & 1 Ave,40.72467721,-73.98783413
67959090,E 3 St & Church Ave,40.643817,-73.977433
64610139,E 30 St & Park Ave S,40.74444921,-73.98303529
15401407,E 31 St & 3 Ave,40.74394314,-73.97966069
52782205,E 32 St & Park Ave,40.7457121,-73.98194829
14123714,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846
58572714,E 33 St & 5 Ave,40.74765947,-73.98490707
629456,E 35 St & 3 Ave,40.746524,-73.977885
24675608,E 39 St & 2 Ave,40.74780373,-73.9734419
6549606,E 39 St & 3 Ave,40.7489006,-73.97604882
49376910,E 39 St & Lexington Ave,40.749498,-73.977292
20900584,E 4 St & 2 Ave,40.7262807,-73.98978041
67940742,E 4 St & Ave B,40.72334683218016,-73.98265913128853
50797347,E 40 St & 5 Ave,40.752062,-73.981632
68597307,E 40 St & Park Ave,40.750756,-73.978326
11373245,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882
65719135,E 41 St & Madison Ave (SE corner),40.752049,-73.979635
68515083,E 41 St & Madison Ave (SW corner),40.752165280621966,-73.97992193698882
42677148,E 43 St & 2 Ave,40.750223,-73.971214
41136494,E 43 St & 5 Ave,40.754120810779256,-73.98025184869766
40728700,E 44 St & 2 Ave,40.75118387463277,-73.97138714790344
66224733,E 44 St & Lexington Ave,40.752643,-73.974996
17962764,E 45 St & 3 Ave,40.75255434,-73.97282625
39871393,E 47 St & 1 Ave,40.75206862,-73.96784384
60858340,E 47 St & 2 Ave,40.75323098,-73.97032517
4224595,E 47 St & Park Ave,40.75510267,-73.97498696
58706942,E 48 St & 3 Ave,40.7546011026,-73.971878855
54411689,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799
68434488,E 5 St & Ave A,40.72479007746337,-73.98430064320564
7429232,E 5 St & Avenue C,40.72299208,-73.97995466
67404485,E 5 St & Cooper Sq,40.72769,-73.990993
55971858,E 50 St & Park Ave,40.757334,-73.974235
1057635,E 51 St & 1 Ave,40.75455731,-73.96592976
29182068,E 51 St & 2 Ave,40.755293,-73.967641
13996127,E 51 St & Lexington Ave,40.75714758,-73.97207836
8371564,E 52 St & 2 Ave,40.756014,-73.967416
2118194,E 53 St & 3 Ave,40.75763227739443,-73.96930575370789
44080554,E 53 St & Lexington Ave,40.75828,-73.970694
68552879,E 53 St & Madison Ave,40.7597108,-73.97402311
62978438,E 54 St & 1 Ave,40.756265,-73.964179
5119206,E 55 St & 2 Ave,40.75797322,-73.96603308
2085656,E 55 St & 3 Ave,40.75899655960512,-73.96865397691727
6145232,E 55 St & Lexington Ave,40.75968085,-73.97031366
50981616,E 56 St & 3 Ave,40.759345,-73.967596
41908535,E 56 St & Madison Ave,40.761573,-73.972628
34272330,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658
419232,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478
62760378,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478
59557367,E 58 St & 1 Ave (NW Corner),40.759125,-73.962658
2727341,E 58 St & 3 Ave,40.76095756,-73.96724467
3826390,E 58 St & Madison Ave,40.76302594280519,-73.97209525108337
27633613,E 59 St & Madison Ave,40.76350532,-73.97109243
15454808,E 6 St & Avenue B,40.72453734,-73.98185424
4240624,E 6 St & Avenue D,40.72228087,-73.97668709
68277975,E 60 St & York Ave,40.759107,-73.959223
23480622,E 63 St & 3 Ave,40.763954,-73.9646
41306077,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505
17580022,E 66 St & Madison Ave,40.76800889305947,-73.96845281124115
5485052,E 67 St & Park Ave,40.76780080148132,-73.96592080593109
25264625,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069
63918200,E 68 St & Madison Ave,40.7691572,-73.96703464
68402862,E 7 St & Ave B,40.7251285241158,-73.98131668567657
68625427,E 7 St & Ave C,40.72412944090093,-73.97901266813278
47495485,E 7 St & Avenue A,40.726217,-73.983798
307381,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523
25459522,E 72 St & Park Ave,40.77118287540658,-73.96409422159195
5120687,E 72 St & York Ave,40.76663814,-73.95348296
37969796,E 74 St & 1 Ave,40.7689738,-73.95482273
647888,E 75 St & 3 Ave,40.77112927,-73.95772297
50227184,E 76 St & Park Ave,40.773763,-73.96222088
52296885,E 77 St & 3 Ave,40.77314236,-73.95856158
29051228,E 78 St & 2 Ave,40.7727966,-73.95577801
49995159,E 8 St & Caton Ave,40.648055,-73.972432
18725981,E 80 St & Park Ave,40.776173,-73.959757
47488613,E 81 St & 2 Ave,40.774779,-73.954274
66325453,E 81 St & 3 Ave,40.77573034,-73.9567526
63000800,E 81 St & Park Ave,40.77677702,-73.9590097
42668354,E 81 St & York Ave,40.772838,-73.949892
43220548,E 82 St & East End Ave,40.77246,-73.94682
68573115,E 84 St & 1 Ave,40.77565541,-73.95068615
17091919,E 84 St & 3 Ave,40.77755374298887,-73.95512759685516
5914851,E 84 St & Park Ave,40.77862688,-73.95772073
39091042,E 85 St & 3 Ave,40.77801203,-73.95407149
40456063,E 85 St & York Ave,40.77536905,-73.94803392
43304218,E 88 St & 1 Ave,40.778301,-73.948813
66445894,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
27106341,E 89 St & 3 Ave,40.7806284,-73.9521667
45579150,E 89 St & York Ave,40.777945,-73.946041
46474345,E 9 St & 5 Ave,40.732758,-73.995816
11988658,E 9 St & Avenue C,40.72521311,-73.97768752
48514333,E 91 St & 2 Ave,40.781122,-73.949655
8028537,E 91 St & Park Ave,40.7835016,-73.955327
68304240,E 92 St & Park Ave,40.78385,-73.95416
68629970,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902
50309874,E 95 St & 3 Ave,40.784903,-73.950503
58728715,E 97 St & 3 Ave,40.7859201,-73.94860294
29121027,E 97 St & Madison Ave,40.787801,-73.953559
33357754,E 98 St & Park Ave,40.78813,-73.95206
55295939,E Burnside Ave & Ryer Ave,40.850535,-73.901318
64537763,E Fordham Rd & Webster Ave,40.861748,-73.89105
56432169,E Mosholu Pkwy & E 204 St,40.8740704,-73.8833650931
66594881,E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88366
60100168,E Tremont Ave & E 176 St,40.847798,-73.901883
67401113,E Tremont Ave & Jerome Ave,40.851747,-73.908964
65775045,East End Ave & E 86 St,40.77518615,-73.94446054
7194513,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801
54327398,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145
10393902,Eckford St & Engert Ave,40.72146256229816,-73.94800901412964
44596061,Edgecombe Ave & W 141 St,40.820681,-73.945144
53447786,Edgecombe Ave & W 145 St,40.823498,-73.94386
55454763,Edgecombe Ave & W 150 St,40.826881,-73.941427
45516518,Edgecombe Ave & W 167 St,40.838191,-73.936085
60193045,Eldert St & Bushwick Ave,40.68652,-73.91321
30673359,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558
52818280,Engert Ave & McGuinness Blvd,40.72158,-73.94546
979053,Essex Light Rail,40.7127742,-74.0364857
42978873,Evergreen Ave & Noll St,40.70106,-73.93318
5067132,Exchange Place,40.7162469,-74.0334588
32987978,FDR Drive & E 35 St,40.744219,-73.97121214
51123580,Faile St & Garrison Ave,40.820578,-73.888271
55326521,Fairmount Ave,40.72572613742557,-74.07195925712585
26838290,Fairview Ave & Linden St,40.70694,-73.90632
58397315,Featherbed Ln & Jerome Ave,40.845505,-73.914311
67473046,Featherbed Ln & Nelson Ave,40.846011,-73.919637
68600786,Flatbush Ave & Eastern Pkwy,40.668757,-73.966438
67969296,Flatbush Ave & Ocean Ave,40.663657,-73.963014
54687701,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805
54872880,Flushing Ave & Woodward Ave,40.71246,-73.91873
61204925,Folin St & E 181 St,40.853929,-73.898385
46006178,Forest Ave & Summerfield St,40.69922,-73.89795
45202641,Forsyth St	& Grand St,40.717798,-73.993161
15787596,Forsyth St & Broome St,40.71893904,-73.99266288
12881771,Forsyth St & Canal St,40.7158155,-73.99422366
54106969,Forsyth St\t& Grand St,40.71779817737835,-73.99316132068634
63901025,Fort Washington Ave & W 173 St,40.84522,-73.940493
45479364,Fort Washington Ave & W 183 St,40.852252,-73.937854
67009094,Franklin Ave & E 169 St,40.83171,-73.90208
4711476,Franklin Ave & Empire Blvd,40.66314,-73.9605695
25377821,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519
47070444,Franklin Ave & St Marks Ave,40.675832,-73.956167
4859228,Franklin St & Dupont St,40.73564,-73.95866
50798083,Franklin St & W Broadway,40.71911552,-74.00666661
58555516,Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371
46873406,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145
39765103,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308
20450504,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
21910798,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
68813080,Frederick Douglass Blvd & W 139 St,40.81900581806558,-73.94476890563965
64444682,Frederick Douglass Blvd & W 145 St,40.823061,-73.941928
36737124,Freeman St & Reverend James A Polite Ave,40.830529,-73.894717
49650025,Freeman St & Southern Blvd,40.830051,-73.892103
54897180,Front St & Gold St,40.70224,-73.982578
36160665,Front St & Jay St,40.702461,-73.986842
16128417,Front St & Maiden Ln,40.70530954,-74.00612572
14262494,Front St & Washington St,40.70255088,-73.98940236
65307273,Frost St & Debevoise Ave,40.71882,-73.93948
34059134,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903
428079,Frost St & Meeker St,40.71764,-73.94882
51896272,Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342
59525886,Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673
45447395,Ft. Washington Ave & W 190 St,40.856906,-73.935662
40658604,Fulton Ave & E 168 St,40.830471,-73.904556
52760567,Fulton Ave & E 172 St,40.839229,-73.899047
67452945,Fulton Ave & St. Paul's Pl,40.83545,-73.90153
18135786,Fulton St & Adams St,40.69241829257847,-73.98949474096298
37490876,Fulton St & Broadway,40.711066,-74.009447
67640055,Fulton St & Clermont Ave,40.68415748,-73.96922273
1604148,Fulton St & Grand Ave,40.68223166,-73.9614583
64671283,Fulton St & Irving Pl,40.68186,-73.959432
46487171,Fulton St & Pearl St,40.707721,-74.004386
8304673,Fulton St & Rockwell Pl,40.68841,-73.979458
8592390,Fulton St & Utica Ave,40.6794268,-73.9298911
44953260,Fulton St & Waverly Ave,40.683238,-73.965995
3768463,Fulton St & William St,40.70955958,-74.00653609
37092412,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246
54061539,Garfield Pl & 8 Ave,40.6711978,-73.97484126
56274641,Garrison Ave & Manida St,40.818743,-73.890247
25711660,George St & Wilson Ave,40.702997,-73.92997
59729574,Gerard Ave & E 146 St,40.817755,-73.92965
62413428,Gerard Ave & E 164 St,40.830262,-73.923391
65796194,Gerard Ave & E 165 St,40.83173,-73.922394
42230864,Gerard Ave & McClellan St,40.833909,-73.92112
5098873,Glenwood Ave,40.72755146730012,-74.07106071710587
60305142,Goble Pl & Macombs Rd,40.844075,-73.917256
